Reservation No.,Year of reservation made,Month of reservation made,Date of reservation made,Hour of reservation made,Minutes of reservation made,Year of planned departure,Month of planned departure,Date of planned departure,Hour of planned departure,Minutes of planned departure,Year of planned arrival,Month of planned arrival,Date of planned arrival,Hour of planned arrival,Minutes of planned arrival,Year of checked in ,Month of checked in ,Date of checked in ,Hour of checked in ,Minutes of checked in ,Year of checked out,Month of checked out,Date of checked out,Hour of checked out,Minutes of checked out,Station ID of checked in,Station name,Station ID of checked out,Station name,Vehicle type,Vehicle registraiton No.,Vehicle No.,Time of use,Energy used,Age of driver,ID Card No,Sex,Occupation
MNR-01056,2015,5,9,7,24,2015,5,9,7,30,2015,5,9,8,20,2015,5,9,7,33,2015,5,9,7,36,STN-00201,__________,STN-00204,___________,B-COM,___0_411,411,0:03:44,57.7523, , ,,Stuff
MNR-01054,2015,5,8,21,21,2015,5,8,21,25,2015,5,8,22,0,2015,5,8,21,23,2015,5,8,21,28,STN-00198,_____,STN-00201,__________,B-COM,___0_411,411,0:05:02,120.4833, , ,,Stuff
MNR-01053,2015,5,8,21,9,2015,5,8,21,15,2015,5,8,22,5,2015,5,8,21,16,2015,5,8,21,22,STN-00191,________,STN-00198,_____,P-COM,___0_402,402,0:06:44,88.0417, , ,,Stuff
MNR-01052,2015,5,8,21,9,2015,5,8,21,15,2015,5,8,22,5,2015,5,8,21,12,2015,5,8,21,17,STN-00204,___________,STN-00191,________,B-COM,____410,410,0:04:51,69.3244, , ,,Stuff
MNR-01051,2015,5,8,20,46,2015,5,8,20,50,2015,5,8,21,40,2015,5,8,20,48,2015,5,8,20,56,STN-00201,__________,STN-00195,_____,P-COM,___0_406,F01140277,0:07:39,148.0155, , ,,Stuff
MNR-01049,2015,5,8,20,21,2015,5,8,20,25,2015,5,8,21,15,2015,5,8,20,28,2015,5,8,20,34,STN-00202,________,STN-00204,___________,B-COM,____409,409,0:05:51,60.3474, , ,,Stuff
MNR-01048,2015,5,8,20,17,2015,5,8,20,25,2015,5,8,21,15,2015,5,8,20,22,2015,5,8,20,29,STN-00204,___________,STN-00202,________,P-COM,___0_404,404,0:06:31,39.5001, , ,,Stuff
MNR-01047,2015,5,8,20,8,2015,5,8,20,15,2015,5,8,21,5,2015,5,8,20,12,2015,5,8,20,20,STN-00195,_____,STN-00204,___________,B-COM,____410,410,0:08:22,155.6939, , ,,Stuff
MNR-01046,2015,5,8,20,0,2015,5,8,20,5,2015,5,8,20,55,2015,5,8,20,1,2015,5,8,20,13,STN-00191,________,STN-00195,_____,P-COM,___0_401,401,0:12:08,182.2907, , ,,Stuff
MNR-01045,2015,5,8,19,26,2015,5,8,19,30,2015,5,8,20,0,2015,5,8,19,28,2015,5,8,19,57, , ,STN-00196,____ ________,P-COM,___0_407,407,0:28:06,115.7439, , ,,Stuff
MNR-01044,2015,5,8,19,13,2015,5,8,19,15,2015,5,8,20,0,2015,5,8,19,19,2015,5,8,19,23, , , , ,P-COM,___0_407,407,0:03:55,0, , ,,Stuff
MNR-01043,2015,5,8,12,30,2015,5,8,12,40,2015,5,8,13,30,2015,5,8,12,48,2015,5,8,13,4,STN-00195,_____,STN-00196,____ ________,P-COM,___0_406,F01140277,0:15:54,159.4418, , ,,Stuff
MNR-01042,2015,5,8,12,29,2015,5,8,12,35,2015,5,8,13,25,2015,5,8,12,40,2015,5,8,12,49, , ,STN-00195,_____,B-COM,____410,410,0:09:08,180.6116, , ,,Stuff
MNR-01041,2015,5,8,10,56,2015,5,8,11,5,2015,5,8,11,55,2015,5,8,11,12,2015,5,8,11,18,STN-00198,_____,STN-00201,__________,P-COM,___0_407,407,0:05:44,91.5213, , ,,Stuff
USR-03365 - RLR-03590,2015,5,8,8,17,2015,5,8,10,1,2015,5,8,11,21,2015,5,8,10,51,2015,5,8,11,0,STN-00201,__________,STN-00193,________,P-COM,___0_403,403,0:09:01,148.6944, , ,,Stuff
MNR-01040,2015,5,8,10,2,2015,5,8,10,5,2015,5,8,10,50,2015,5,8,10,4,2015,5,8,10,7,STN-00198,_____,STN-00198,_____,P-COM,___0_407,407,0:02:39,0.0016, , ,,Stuff
USR-03270 - RLR-03586,2015,5,7,21,47,2015,5,8,8,16,2015,5,8,9,36,2015,5,8,8,31,2015,5,8,8,40,STN-00204,___________,STN-00191,________,P-COM,___0_401,401,0:08:29,52.7346, , ,,Stuff
MNR-01039,2015,5,8,7,43,2015,5,8,7,50,2015,5,8,8,0,2015,5,8,7,51,2015,5,8,7,54,STN-00198,_____,STN-00198,_____,B-COM,___0_411,411,0:03:12,2.4426, , ,,Stuff
MNR-01035,2015,5,7,16,16,2015,5,7,16,20,2015,5,7,17,10,2015,5,7,16,18,2015,5,7,16,35,STN-00198,_____,STN-00196,____ ________,B-COM,____410,410,0:16:22,129.909, , ,,Stuff
MNR-01034,2015,5,7,15,57,2015,5,7,16,0,2015,5,7,16,50,2015,5,7,16,0,2015,5,7,16,16,STN-00191,________,STN-00198,_____,P-COM,___0_407,407,0:15:42,128.1538, , ,,Stuff
MNR-01033,2015,5,7,13,44,2015,5,7,13,45,2015,5,7,15,0,2015,5,7,13,51,2015,5,7,13,59,STN-00198,_____,STN-00201,__________,P-COM,___0_403,403,0:07:25,90.3254, , ,,Stuff
MNR-01032,2015,5,7,12,13,2015,5,7,12,15,2015,5,7,13,15,2015,5,7,12,16,2015,5,7,12,25,STN-00201,__________,STN-00198,_____,P-COM,___0_403,403,0:09:14,87.041, , ,,Stuff
USR-03343 - RLR-03573,2015,5,7,6,21,2015,5,7,10,31,2015,5,7,11,51,2015,5,7,11,36,2015,5,7,11,44,STN-00193,________,STN-00191,________,P-COM,___0_402,402,0:08:11,115.5166, , ,,Stuff
USR-03331 - RLR-03576,2015,5,7,7,30,2015,5,7,7,31,2015,5,7,8,51,2015,5,7,8,31,2015,5,7,8,38,STN-00198,_____,STN-00196,____ ________,P-COM,___0_401,401,0:06:41,81.0952, , ,,Stuff
MNR-01031,2015,5,7,8,23,2015,5,7,8,25,2015,5,7,9,15,2015,5,7,8,26,2015,5,7,8,29,STN-00202,________,STN-00198,_____,B-COM,___0_411,411,0:02:55,44.0024, , ,,Stuff
MNR-01030,2015,5,6,20,32,2015,5,6,20,35,2015,5,6,21,25,2015,5,6,20,50,2015,5,6,20,59,STN-00202,________,STN-00201,__________,P-COM,___0_403,403,0:09:37,123.3676, , ,,Stuff
MNR-01029,2015,5,6,20,9,2015,5,6,20,20,2015,5,6,21,10,2015,5,6,20,28,2015,5,6,20,48,STN-00195,_____,STN-00202,________,B-COM,___0_411,411,0:20:14,230.1599, , ,,Stuff
MNR-01028,2015,5,6,20,8,2015,5,6,20,15,2015,5,6,21,5,2015,5,6,20,21,2015,5,6,20,31,STN-00201,__________,STN-00195,_____,P-COM,___0_406,F01140277,0:09:37,127.5538, , ,,Stuff
MNR-01027,2015,5,6,16,17,2015,5,6,16,20,2015,5,6,17,10,2015,5,6,16,20,2015,5,6,16,34,STN-00191,________,STN-00196,____ ________,P-COM,___0_407,407,0:14:04,99.7418, , ,,Stuff
USR-03334 - RLR-03566,2015,5,6,14,5,2015,5,6,15,1,2015,5,6,16,21,2015,5,6,15,38,2015,5,6,15,45,STN-00193,________,STN-00195,_____,B-COM,____409,409,0:06:35,155.5239, , ,,Stuff
MNR-01026,2015,5,6,15,19,2015,5,6,15,25,2015,5,6,16,15,2015,5,6,15,31,2015,5,6,15,38,STN-00204,___________,STN-00193,________,P-COM,___0_402,402,0:06:40,146.4234, , ,,Stuff
USR-03310 - RLR-03559,2015,5,6,8,0,2015,5,6,8,1,2015,5,6,9,21,2015,5,6,8,44,2015,5,6,8,51,STN-00191,________,STN-00198,_____,P-COM,___0_401,401,0:07:02,91.8499, , ,,Stuff
USR-03293 - RLR-03560,2015,5,6,8,0,2015,5,6,8,1,2015,5,6,9,21,2015,5,6,8,35,2015,5,6,8,45,STN-00193,________,STN-00191,________,P-COM,___0_407,407,0:09:58,166.9971, , ,,Stuff
MNR-01025,2015,5,6,8,22,2015,5,6,8,30,2015,5,6,9,20,2015,5,6,8,31,2015,5,6,8,34,STN-00198,_____,STN-00193,________,B-COM,____409,409,0:02:56,72.9155, , ,,Stuff
MNR-01024,2015,5,5,21,6,2015,5,5,21,10,2015,5,5,21,55,2015,5,5,21,10,2015,5,5,21,18,STN-00204,___________,STN-00201,__________,P-COM,___0_406,F01140277,0:07:27,82.8609, , ,,Stuff
MNR-01023,2015,5,5,20,46,2015,5,5,20,50,2015,5,5,21,40,2015,5,5,20,55,2015,5,5,21,1,STN-00198,_____,STN-00191,________,P-COM,___0_401,401,0:06:17,60.1494, , ,,Stuff
MNR-01022,2015,5,5,20,43,2015,5,5,20,50,2015,5,5,21,40,2015,5,5,20,49,2015,5,5,20,56,STN-00204,___________,STN-00198,_____,B-COM,____410,410,0:06:44,79.3287, , ,,Stuff
MNR-01021,2015,5,5,20,13,2015,5,5,20,20,2015,5,5,21,10,2015,5,5,20,21,2015,5,5,20,33,STN-00195,_____,STN-00202,________,P-COM,___0_404,404,0:11:15,150.3333, , ,,Stuff
MNR-01020,2015,5,5,20,10,2015,5,5,20,15,2015,5,5,21,5,2015,5,5,20,13,2015,5,5,20,23,STN-00202,________,STN-00195,_____,B-COM,___0_411,411,0:09:54,164.1665, , ,,Stuff
MNR-01019,2015,5,5,12,19,2015,5,5,12,20,2015,5,5,14,20,2015,5,5,12,33,2015,5,5,13,55,STN-00196,____ ________,STN-00202,________,B-COM,___0_411,411,1:21:36,722.0275, , ,,Stuff
MNR-01018,2015,5,5,10,29,2015,5,5,10,35,2015,5,5,11,25,2015,5,5,10,31,2015,5,5,10,39,STN-00195,_____,STN-00193,________,P-COM,___0_407,407,0:07:50,144.2747, , ,,Stuff
USR-03303 - RLR-03543,2015,5,5,6,0,2015,5,5,10,1,2015,5,5,11,21,2015,5,5,10,14,2015,5,5,10,22,STN-00204,___________,STN-00195,_____,P-COM,___0_406,F01140277,0:07:25,130.7609, , ,,Stuff
USR-03307 - RLR-03542,2015,5,4,22,41,2015,5,5,7,1,2015,5,5,8,21,2015,5,5,8,0,2015,5,5,8,3,STN-00202,________,STN-00198,_____,P-COM,___0_401,401,0:02:50,44.5044, , ,,Stuff
MNR-01017,2015,5,4,20,0,2015,5,4,20,5,2015,5,4,20,35,2015,5,4,20,1,2015,5,4,20,3,STN-00204,___________,STN-00204,___________,P-COM,___0_404,404,0:01:51,0.9416, , ,,Stuff
MNR-01016,2015,5,4,19,56,2015,5,4,20,0,2015,5,4,20,50,2015,5,4,19,58,2015,5,4,20,10, , ,STN-00195,_____,P-COM,___0_407,407,0:12:00,156.3242, , ,,Stuff
MNR-01015,2015,5,4,16,36,2015,5,4,16,40,2015,5,4,17,30,2015,5,4,16,43,2015,5,4,16,50,STN-00201,__________,STN-00195,_____,P-COM,___0_402,402,0:07:05,131.8747, , ,,Stuff
MNR-01014,2015,5,3,19,18,2015,5,3,19,20,2015,5,3,20,10,2015,5,3,19,20,2015,5,3,19,25,STN-00204,___________,STN-00202,________,P-COM,___0_403,403,0:04:28,27.6091, , ,,Stuff
MNR-01011,2015,5,2,20,17,2015,5,2,20,30,2015,5,2,21,20,2015,5,2,20,52,2015,5,2,21,7, , ,STN-00201,__________,B-COM,____410,410,0:14:23,160.2099, , ,,Stuff
MNR-01013,2015,5,2,20,40,2015,5,2,20,45,2015,5,2,21,35,2015,5,2,20,43,2015,5,2,20,54,STN-00198,_____,STN-00196,____ ________,B-COM,___0_411,411,0:10:45,127.3205, , ,,Stuff
MNR-01012,2015,5,2,20,30,2015,5,2,20,35,2015,5,2,20,45,2015,5,2,20,31,2015,5,2,20,33,STN-00195,_____,STN-00195,_____,P-COM,___0_407,407,0:01:39,1.7709, , ,,Stuff
MNR-01010,2015,5,2,20,16,2015,5,2,20,20,2015,5,2,21,10,2015,5,2,20,23,2015,5,2,20,41,STN-00201,__________,STN-00198,_____,B-COM,____409,409,0:18:22,251.0791, , ,,Stuff
MNR-01008,2015,5,2,10,23,2015,5,2,10,30,2015,5,2,11,20,2015,5,2,10,32,2015,5,2,10,40,STN-00191,________,STN-00202,________,P-COM,___0_401,401,0:08:00,81.8587, , ,,Stuff
USR-03263 - RLR-03524,2015,5,1,19,39,2015,5,2,7,1,2015,5,2,8,21,2015,5,2,7,45,2015,5,2,7,54,STN-00202,________,STN-00196,____ ________,P-COM,___0_404,404,0:08:13,52.2323, , ,,Stuff
MNR-01007,2015,5,1,20,4,2015,5,1,20,10,2015,5,1,21,0,2015,5,1,20,7,2015,5,1,20,11, , ,STN-00202,________,P-COM,___0_407,407,0:03:59,42.738, , ,,Stuff
MNR-01006,2015,5,1,19,59,2015,5,1,20,5,2015,5,1,20,55,2015,5,1,20,3,2015,5,1,20,8,STN-00204,___________,STN-00196,____ ________,B-COM,____410,410,0:05:11,28.5905, , ,,Stuff
MNR-01005,2015,5,1,19,41,2015,5,1,19,45,2015,5,1,20,25,2015,5,1,19,58,2015,5,1,20,0,STN-00204,___________,STN-00204,___________,P-COM,___0_402,402,0:02:09,1.3209, , ,,Stuff
MNR-01004,2015,5,1,19,25,2015,5,1,19,30,2015,5,1,20,20,2015,5,1,19,30,2015,5,1,19,39,STN-00204,___________, , ,P-COM,___0_407,407,0:08:21,48.1853, , ,,Stuff
USR-03228 - RLR-03519,2015,5,1,7,0,2015,5,1,11,31,2015,5,1,12,51,2015,5,1,12,14,2015,5,1,12,23,STN-00193,________,STN-00204,___________,P-COM,___0_407,407,0:09:30,98.4867, , ,,Stuff
MNR-01003,2015,5,1,11,52,2015,5,1,11,55,2015,5,1,12,45,2015,5,1,12,1,2015,5,1,12,12,STN-00195,_____,STN-00193,________,P-COM,___0_402,402,0:11:19,135.3679, , ,,Stuff
USR-03159 - RLR-03516,2015,4,30,14,0,2015,5,1,10,16,2015,5,1,11,36,2015,5,1,10,32,2015,5,1,10,45,STN-00198,_____,STN-00195,_____,P-COM,___0_406,F01140277,0:13:11,142.5735, , ,,Stuff
USR-03209 - RLR-03515,2015,4,30,14,0,2015,5,1,7,1,2015,5,1,8,21,2015,5,1,8,1,2015,5,1,8,7,STN-00204,___________,STN-00195,_____,P-COM,___0_402,402,0:06:07,126.1364, , ,,Stuff
USR-03258 - RLR-03514,2015,4,30,13,42,2015,4,30,14,1,2015,4,30,15,21,2015,4,30,14,57,2015,4,30,15,4,STN-00195,_____,STN-00202,________,P-COM,___0_404,404,0:07:33,94.3782, , ,,Stuff
MNR-01002,2015,4,30,14,35,2015,4,30,14,40,2015,4,30,15,30,2015,4,30,14,47,2015,4,30,14,55,STN-00202,________,STN-00195,_____,B-COM,___0_411,411,0:08:04,117.1972, , ,,Stuff
USR-03247 - RLR-03506,2015,4,30,0,55,2015,4,30,13,1,2015,4,30,14,21,2015,4,30,13,25,2015,4,30,13,30,STN-00198,_____,STN-00193,________,P-COM,___0_407,407,0:04:35,50.9619, , ,,Stuff
MNR-01001,2015,4,30,11,49,2015,4,30,11,50,2015,4,30,12,40,2015,4,30,11,51,2015,4,30,11,57,STN-00191,________,STN-00204,___________,P-COM,___0_402,402,0:06:05,54.0963, , ,,Stuff
USR-03235 - RLR-03508,2015,4,30,7,44,2015,4,30,11,1,2015,4,30,12,21,2015,4,30,11,33,2015,4,30,11,47,STN-00198,_____,STN-00191,________,P-COM,___0_401,401,0:13:47,98.4885, , ,,Stuff
USR-03213 - RLR-03492,2015,4,28,9,30,2015,4,30,9,1,2015,4,30,10,21,2015,4,30,10,6,2015,4,30,10,10,STN-00198,_____,STN-00193,________,P-COM,___0_406,F01140277,0:03:36,71.6964, , ,,Stuff
USR-03224 - RLR-03497,2015,4,28,21,55,2015,4,30,6,31,2015,4,30,7,51,2015,4,30,6,58,2015,4,30,7,4,STN-00204,___________,STN-00197,__________ ________,P-COM,___0_401,401,0:06:04,68.7438, , ,,Stuff
USR-03208 - RLR-03489,2015,4,27,21,56,2015,4,29,15,1,2015,4,29,16,21,2015,4,29,15,10,2015,4,29,15,13,STN-00202,________, , ,B-COM,____410,410,0:03:34,25.705, , ,,Stuff
MNR-01000,2015,4,29,14,7,2015,4,29,14,10,2015,4,29,14,55,2015,4,29,14,20,2015,4,29,14,24,STN-00198,_____,STN-00202,________,B-COM,___0_411,411,0:04:18,39.0354, , ,,Stuff
MNR-00999,2015,4,29,7,36,2015,4,29,7,40,2015,4,29,8,30,2015,4,29,7,41,2015,4,29,7,44,STN-00204,___________,STN-00202,________,P-COM,___0_403,403,0:03:25,24.8248, , ,,Stuff
MNR-00997,2015,4,28,14,12,2015,4,28,14,15,2015,4,28,16,0,2015,4,28,15,7,2015,4,28,15,8,STN-00191,________,STN-00191,________,P-COM,___0_402,402,0:01:40,0.0025, , ,,Stuff
MNR-00998,2015,4,28,14,34,2015,4,28,14,40,2015,4,28,15,0,2015,4,28,14,42,2015,4,28,14,45,STN-00198,_____,STN-00193,________,P-COM,___0_406,F01140277,0:03:01,74.0252, , ,,Stuff
MNR-00986,2015,4,28,10,19,2015,4,28,10,25,2015,4,28,10,55,2015,4,28,10,42,2015,4,28,10,43,STN-00202,________,STN-00202,________,B-COM,____410,410,0:01:11,0, , ,,Stuff
MNR-00982,2015,4,28,9,41,2015,4,28,10,0,2015,4,28,10,40,2015,4,28,10,24,2015,4,28,10,26,STN-00201,__________,STN-00201,__________,B-COM,____409,409,0:01:29,0.0025, , ,,Stuff
MNR-00985,2015,4,28,10,4,2015,4,28,10,10,2015,4,28,10,55,2015,4,28,10,13,2015,4,28,10,15,STN-00198,_____,STN-00198,_____,P-COM,___0_407,407,0:02:06,9.00E-04, , ,,Stuff
MNR-00983,2015,4,28,10,3,2015,4,28,10,5,2015,4,28,10,55,2015,4,28,10,12,2015,4,28,10,15,STN-00198,_____,STN-00198,_____,B-COM,___0_411,411,0:02:23,0, , ,,Stuff
MNR-00981,2015,4,28,9,40,2015,4,28,10,0,2015,4,28,10,20,2015,4,28,10,12,2015,4,28,10,14,STN-00198,_____,STN-00198,_____,P-COM,___0_406,F01140277,0:02:35,0, , ,,Stuff
MNR-00984,2015,4,28,10,4,2015,4,28,10,10,2015,4,28,11,0,2015,4,28,10,10,2015,4,28,10,16,STN-00191,________,STN-00202,________,B-COM,____410,410,0:06:00,67.0239, , ,,Stuff
MNR-00979,2015,4,28,9,37,2015,4,28,9,40,2015,4,28,10,10,2015,4,28,9,58,2015,4,28,10,0,STN-00195,_____,STN-00195,_____,P-COM,___0_401,401,0:01:38,0, , ,,Stuff
MNR-00980,2015,4,28,9,38,2015,4,28,9,40,2015,4,28,10,10,2015,4,28,9,57,2015,4,28,9,59,STN-00195,_____,STN-00195,_____,P-COM,___0_404,404,0:01:58,2.00E-04, , ,,Stuff
MNR-00977,2015,4,27,21,18,2015,4,27,21,20,2015,4,27,22,55,2015,4,27,21,21,2015,4,27,21,52,STN-00195,_____,STN-00201,__________,B-COM,____409,409,0:30:59,308.8726, , ,,Stuff
MNR-00976,2015,4,27,21,6,2015,4,27,21,10,2015,4,27,21,30,2015,4,27,21,9,2015,4,27,21,11,STN-00198,_____,STN-00198,_____,P-COM,___0_407,407,0:01:57,3.0477, , ,,Stuff
MNR-00975,2015,4,27,20,43,2015,4,27,20,50,2015,4,27,21,40,2015,4,27,21,6,2015,4,27,21,20,STN-00198,_____,STN-00195,_____,P-COM,___0_404,404,0:13:33,132.7457, , ,,Stuff
MNR-00974,2015,4,27,20,42,2015,4,27,20,50,2015,4,27,21,40,2015,4,27,20,56,2015,4,27,21,3,STN-00195,_____,STN-00198,_____,B-COM,___0_411,411,0:07:50,102.48, , ,,Stuff
MNR-00973,2015,4,27,20,42,2015,4,27,20,45,2015,4,27,21,35,2015,4,27,20,50,2015,4,27,20,57,STN-00201,__________,STN-00195,_____,P-COM,___0_401,401,0:06:54,138.8697, , ,,Stuff
USR-03191 - RLR-03481,2015,4,27,12,18,2015,4,27,15,1,2015,4,27,16,21,2015,4,27,15,51,2015,4,27,16,0,STN-00193,________,STN-00204,___________,P-COM,___0_402,402,0:09:25,128.2962, , ,,Stuff
USR-03154 - RLR-03485,2015,4,27,15,0,2015,4,27,15,16,2015,4,27,16,36,2015,4,27,15,37,2015,4,27,15,52,STN-00195,_____,STN-00193,________,P-COM,___0_403,403,0:14:51,151.8255, , ,,Stuff
MNR-00972,2015,4,27,15,29,2015,4,27,15,35,2015,4,27,16,25,2015,4,27,15,32,2015,4,27,15,38,STN-00202,________,STN-00195,_____,B-COM,____409,409,0:06:22,120.4359, , ,,Stuff
MNR-00971,2015,4,27,10,20,2015,4,27,10,25,2015,4,27,11,15,2015,4,27,10,31,2015,4,27,10,37,STN-00204,___________,STN-00198,_____,B-COM,____410,410,0:06:57,74.1581, , ,,Stuff
MNR-00970,2015,4,27,10,19,2015,4,27,10,25,2015,4,27,11,15,2015,4,27,10,23,2015,4,27,10,29,STN-00198,_____,STN-00204,___________,P-COM,___0_404,404,0:05:49,65.445, , ,,Stuff
MNR-00969,2015,4,27,9,53,2015,4,27,9,55,2015,4,27,10,45,2015,4,27,10,3,2015,4,27,10,6,STN-00202,________,STN-00204,___________,P-COM,___0_406,F01140277,0:03:31,40.1862, , ,,Stuff
MNR-00967,2015,4,26,19,42,2015,4,26,19,55,2015,4,26,21,0,2015,4,26,19,55,2015,4,26,20,4,STN-00195,_____,STN-00201,__________,P-COM,___0_404,404,0:09:01,140.0644, , ,,Stuff
MNR-00966,2015,4,26,19,25,2015,4,26,19,30,2015,4,26,20,20,2015,4,26,19,39,2015,4,26,19,56,STN-00204,___________,STN-00195,_____,B-COM,___0_411,411,0:17:11,174.4527, , ,,Stuff
MNR-00965,2015,4,26,19,24,2015,4,26,19,30,2015,4,26,20,20,2015,4,26,19,29,2015,4,26,19,35,STN-00201,__________,STN-00204,___________,P-COM,___0_407,407,0:06:17,58.6306, , ,,Stuff
USR-03181 - RLR-03470,2015,4,26,13,49,2015,4,26,15,1,2015,4,26,16,21,2015,4,26,15,17,2015,4,26,15,25,STN-00198,_____,STN-00204,___________,B-COM,____410,410,0:07:23,71.9959, , ,,Stuff
MNR-00964,2015,4,26,13,31,2015,4,26,13,35,2015,4,26,14,25,2015,4,26,13,42,2015,4,26,13,52,STN-00195,_____,STN-00193,________,P-COM,___0_402,402,0:09:15,154.4664, , ,,Stuff
MNR-00963,2015,4,26,12,32,2015,4,26,12,40,2015,4,26,13,30,2015,4,26,12,42,2015,4,26,12,47,STN-00201,__________,STN-00202,________,B-COM,____409,409,0:05:07,48.5664, , ,,Stuff
USR-03167 - RLR-03461,2015,4,25,13,9,2015,4,26,12,1,2015,4,26,13,21,2015,4,26,12,34,2015,4,26,12,43,STN-00202,________,STN-00201,__________,P-COM,___0_407,407,0:08:54,94.7374, , ,,Stuff
USR-03176 - RLR-03465,2015,4,25,23,27,2015,4,26,12,1,2015,4,26,13,21,2015,4,26,12,15,2015,4,26,12,25,STN-00204,___________,STN-00191,________,P-COM,___0_401,401,0:10:04,108.0418, , ,,Stuff
MNR-00962,2015,4,26,10,40,2015,4,26,10,45,2015,4,26,10,55,2015,4,26,10,41,2015,4,26,10,46,STN-00198,_____,STN-00202,________,P-COM,___0_406,F01140277,0:04:51,48.3339, , ,,Stuff
MNR-00961,2015,4,26,10,6,2015,4,26,10,15,2015,4,26,11,5,2015,4,26,10,25,2015,4,26,10,33,STN-00195,_____,STN-00198,_____,B-COM,____410,410,0:08:35,103.9724, , ,,Stuff
USR-03097 - RLR-03468,2015,4,26,9,20,2015,4,26,10,1,2015,4,26,11,21,2015,4,26,10,19,2015,4,26,10,26,STN-00198,_____,STN-00195,_____,P-COM,___0_403,403,0:07:19,109.9302, , ,,Stuff
MNR-00960,2015,4,25,14,11,2015,4,25,14,15,2015,4,25,14,50,2015,4,25,14,13,2015,4,25,14,16,STN-00202,________,STN-00204,___________,P-COM,___0_401,401,0:03:29,48.4913, , ,,Stuff
MNR-00959,2015,4,25,10,25,2015,4,25,10,30,2015,4,25,12,0,2015,4,25,10,42,2015,4,25,10,48,STN-00193,________,STN-00198,_____,P-COM,___0_403,403,0:05:49,60.1516, , ,,Stuff
MNR-00958,2015,4,25,10,13,2015,4,25,10,15,2015,4,25,16,0,2015,4,25,10,24,2015,4,25,14,5,STN-00204,___________,STN-00204,___________,B-COM,___0_411,411,3:40:55,40.681, , ,,Stuff
MNR-00957,2015,4,25,9,47,2015,4,25,9,50,2015,4,25,10,40,2015,4,25,9,57,2015,4,25,10,5,STN-00204,___________,STN-00202,________,P-COM,___0_401,401,0:08:13,59.4049, , ,,Stuff
MNR-00956,2015,4,25,7,21,2015,4,25,7,25,2015,4,25,8,15,2015,4,25,7,27,2015,4,25,7,38,STN-00196,____ ________,STN-00201,__________,B-COM,____409,409,0:11:18,168.3387, , ,,Stuff
USR-03162 - RLR-03457,2015,4,24,22,15,2015,4,25,6,31,2015,4,25,7,51,2015,4,25,7,18,2015,4,25,7,28,STN-00195,_____, , ,P-COM,___0_402,402,0:09:34,185.4471, , ,,Stuff
MNR-00955,2015,4,25,7,4,2015,4,25,7,10,2015,4,25,8,0,2015,4,25,7,11,2015,4,25,7,19,STN-00201,__________,STN-00195,_____,P-COM,___0_404,404,0:08:06,142.8834, , ,,Stuff
MNR-00954,2015,4,24,20,19,2015,4,24,20,30,2015,4,24,21,50,2015,4,24,20,49,2015,4,24,20,58,STN-00196,____ ________,STN-00201,__________,P-COM,___0_404,404,0:09:06,96.9334, , ,,Stuff
MNR-00953,2015,4,24,20,18,2015,4,24,20,25,2015,4,24,21,15,2015,4,24,20,36,2015,4,24,20,50,STN-00195,_____,STN-00196,____ ________,B-COM,____409,409,0:14:19,127.4778, , ,,Stuff
MNR-00952,2015,4,24,20,17,2015,4,24,20,20,2015,4,24,21,10,2015,4,24,20,27,2015,4,24,20,37,STN-00201,__________,STN-00195,_____,P-COM,___0_406,F01140277,0:10:02,131.6099, , ,,Stuff
MNR-00951,2015,4,24,8,38,2015,4,24,8,45,2015,4,24,9,20,2015,4,24,8,48,2015,4,24,8,51,STN-00198,_____,STN-00193,________,P-COM,___0_403,403,0:03:27,71.0918, , ,,Stuff
MNR-00950,2015,4,23,20,22,2015,4,23,20,25,2015,4,23,21,15,2015,4,23,20,23,2015,4,23,20,32, , ,STN-00202,________,P-COM,___0_407,407,0:08:52,71.9666, , ,,Stuff
MNR-00949,2015,4,23,20,16,2015,4,23,20,20,2015,4,23,20,20,2015,4,23,20,17,2015,4,23,20,20,STN-00204,___________,STN-00204,___________,P-COM,___0_401,401,0:02:49,2.5254, , ,,Stuff
MNR-00948,2015,4,23,20,8,2015,4,23,20,10,2015,4,23,20,10,2015,4,23,20,9,2015,4,23,20,11,STN-00191,________,STN-00191,________,B-COM,____410,410,0:01:17,3.7618, , ,,Stuff
MNR-00947,2015,4,23,19,32,2015,4,23,19,35,2015,4,23,21,30,2015,4,23,19,42,2015,4,23,20,17,STN-00201,__________,STN-00204,___________,B-COM,___0_411,411,0:34:58,379.5351, , ,,Stuff
MNR-00946,2015,4,23,19,31,2015,4,23,19,35,2015,4,23,20,25,2015,4,23,19,37,2015,4,23,19,43,STN-00204,___________,STN-00201,__________,P-COM,___0_406,F01140277,0:05:53,55.7436, , ,,Stuff
USR-03152 - RLR-03449,2015,4,23,8,29,2015,4,23,16,1,2015,4,23,17,21,2015,4,23,16,37,2015,4,23,16,46,STN-00195,_____,STN-00198,_____,P-COM,___0_403,403,0:09:10,96.1056, , ,,Stuff
MNR-00945,2015,4,23,16,23,2015,4,23,16,25,2015,4,23,17,15,2015,4,23,16,30,2015,4,23,16,39,STN-00202,________,STN-00195,_____,B-COM,____409,409,0:08:11,117.133, , ,,Stuff
